Family,Genus,Species,DataID,SciName,Family_encode,Fam_Sample,Fam_Specie,Family_encodeYY
Geometridae,Semiothisa,dislocaria,1318618661_USNM_5213_0.jpg,Semiothisa dislocaria,37,4794,3198,0
Lycaenidae,Hypolycaena,philippus,1039182497_YPM_1778_0.jpg,Hypolycaena philippus,53,1492,708,6
Crambidae,Pleuroptya,plagiatalis,A53-20160424-031_TESRI_0.jpg,Pleuroptya plagiatalis,22,1196,693,7
Erebidae,Callicereon,mabillei,1587260954_MNHN_2340_0.jpg,Callicereon mabillei,29,5090,2667,1
Geometridae,Digrammia,muscariata,1932764374_MSU_859_0.jpg,Digrammia muscariata,37,4794,3198,0
Pieridae,Glutophrissa,drusilla,1838849895_MISSA_304_0.jpg,Glutophrissa drusilla,69,3076,852,9
Nymphalidae,Charaxes,subornatus,1320113024_USNM_6611_0.jpg,Charaxes subornatus,65,4037,1666,4
Pieridae,Ganyra,howarthi,1319956820_USNM_10550_0.jpg,Ganyra howarthi,69,3076,852,9
Lycaenidae,Lycaena,acmon,1039159004_YPM_3661_0.jpg,Lycaena acmon,53,1492,708,6
Nymphalidae,Neptis,manasa,2243047999_NHMUK_3249_0.jpg,Neptis manasa,65,4037,1666,4
Noctuidae,Agrotis,clavis,3003625075_TAM_1203_0.jpg,Agrotis clavis,62,3747,2218,2
Nymphalidae,Bebearia,brunhilda,1039165860_YPM_1980_1.jpg,Bebearia brunhilda,65,4037,1666,4
Geometridae,Cochisea,rigidaria,1932761836_MSU_850_0.jpg,Cochisea rigidaria,37,4794,3198,0
Nymphalidae,Pareuptychia,lydia,1039060016_YPM_1104_0.jpg,Pareuptychia lydia,65,4037,1666,4
Geometridae,Chloroclystis,blanda,A48-20160118-031_TESRI_0.jpg,Chloroclystis blanda,37,4794,3198,0
Nymphalidae,Cepheuptychia,glaucina,1039190561_YPM_493_0.jpg,Cepheuptychia glaucina,65,4037,1666,4
Lycaenidae,Thecla,zilda,1039070422_YPM_2073_0.jpg,Thecla zilda,53,1492,708,6
Hesperiidae,Thymelicus,sylvestris,1039134844_YPM_917_1.jpg,Thymelicus sylvestris,44,1449,589,3
Lycaenidae,Scolitantides,orion,3017659361_UTE_783_0.jpg,Scolitantides orion,53,1492,708,6
Pieridae,Pontia,occidentalis,1320446804_USNM_1373_0.jpg,Pontia occidentalis,69,3076,852,9
Hesperiidae,Hesperilla,crypsargyra,1039186229_YPM_1288_0.jpg,Hesperilla crypsargyra,44,1449,589,3
Lasiocampidae,Euthrix,laeta,V36-20180421-196_TESRI_0.jpg,Euthrix laeta,49,151,67,21
Geometridae,Phrudocentra,olivia,1320639321_USNM_3706_0.jpg,Phrudocentra olivia,37,4794,3198,0
Erebidae,Gampola,sinica,A35-20190129-047_TESRI_0.jpg,Gampola sinica,29,5090,2667,1
Geometridae,Colostygia,pectinataria,1825831650_NHMUK_310_0.jpg,Colostygia pectinataria,37,4794,3198,0
Crambidae,Prorodes,mimicus,A37-20151210-068_TESRI_0.jpg,Prorodes mimicus,22,1196,693,7
Noctuidae,Ctenoplusia,etiennei,1883280717_MNHN_2360_1.jpg,Ctenoplusia etiennei,62,3747,2218,2
Papilionidae,Ornithoptera,croesus,1317699419_USNM_6014_0.jpg,Ornithoptera croesus,68,1101,365,11
Lycaenidae,Phytala,elais,1039155934_YPM_3659_1.jpg,Phytala elais,53,1492,708,6
Erebidae,Loxophlebia,chrysobasis,1322081287_USNM_9144_0.jpg,Loxophlebia chrysobasis,29,5090,2667,1
Notodontidae,Urgedra,nabora,1320038037_USNM_1001_0.jpg,Urgedra nabora,64,739,528,15
Nymphalidae,Methona,megisto,1039116789_YPM_2123_0.jpg,Methona megisto,65,4037,1666,4
Nymphalidae,Melanargia,russiae,1039173056_YPM_440_0.jpg,Melanargia russiae,65,4037,1666,4
Noctuidae,Adonisea,suetus,1890893448_MISSA_2344_0.jpg,Adonisea suetus,62,3747,2218,2
Pieridae,Hesperocharis,leucania,1319481863_USNM_2627_0.jpg,Hesperocharis leucania,69,3076,852,9
Geometridae,Glaucina,simularia,1320409567_USNM_11913_0.jpg,Glaucina simularia,37,4794,3198,0
Saturniidae,Hemileuca,lucina,1039079324_YPM_3720_1.jpg,Hemileuca lucina,79,668,312,18
Adelidae,Nemophora,aritai,A32-20120321-110_TESRI_0.jpg,Nemophora aritai,2,33,22,32
Nymphalidae,Bebearia,oxione,1039139894_YPM_1479_0.jpg,Bebearia oxione,65,4037,1666,4
Geometridae,Eriopygidia,plana,1322604259_USNM_6381_0.jpg,Eriopygidia plana,37,4794,3198,0
Pyralidae,Acrobasis,latifasciella,1932755376_MSU_496_0.jpg,Acrobasis latifasciella,75,531,348,14
Sphingidae,Laothoe,amurensis,3003643235_TAM_1738_0.jpg,Laothoe amurensis,84,642,398,10
Erebidae,Cerynea,fissilinea,1563875437_MNHN_2485_1.jpg,Cerynea fissilinea,29,5090,2667,1
Pieridae,Leptophobia,diaguita,1318425135_USNM_4977_0.jpg,Leptophobia diaguita,69,3076,852,9
Pieridae,Delias,yabensis,1317642144_USNM_10003_0.jpg,Delias yabensis,69,3076,852,9
Noctuidae,Pseudodeltote,formosana,V37-20180521-298_TESRI_0.jpg,Pseudodeltote formosana,62,3747,2218,2
Nymphalidae,Diaethria,astala,1039087384_YPM_2696_0.jpg,Diaethria astala,65,4037,1666,4
Nymphalidae,Acraea,aubyni,1039197597_YPM_2973_0.jpg,Acraea aubyni,65,4037,1666,4
Geometridae,Brachyctenistis,serricornis,1318078721_USNM_4866_0.jpg,Brachyctenistis serricornis,37,4794,3198,0
Hesperiidae,Amblyscirtes,belli,1039072540_YPM_3147_0.jpg,Amblyscirtes belli,44,1449,589,3
Geometridae,Ourapteryx,clara,formosana_A35-20140101-063_TESRI_0.jpg,Ourapteryx clara,37,4794,3198,0
Hesperiidae,Thorybes,bathyllus,1039063494_YPM_2663_1.jpg,Thorybes bathyllus,44,1449,589,3
Erebidae,Leucopleura,cucadma,1844269331_MISSA_634_0.jpg,Leucopleura cucadma,29,5090,2667,1
Papilionidae,Parides,phalaecus,1318920023_USNM_10857_0.jpg,Parides phalaecus,68,1101,365,11
Notodontidae,Stauropus,fagi,1825807163_NHMUK_164_0.jpg,Stauropus fagi,64,739,528,15
Erebidae,Hepatica,indentalis,A46-20160602-112_TESRI_0.jpg,Hepatica indentalis,29,5090,2667,1
Noctuidae,Polychrysia,moneta,3003615268_TAM_950_0.jpg,Polychrysia moneta,62,3747,2218,2
Crambidae,Elophila,tinealis,1848889152_MISSA_3058_0.jpg,Elophila tinealis,22,1196,693,7
Erebidae,Amaxia,tenuesignata,1883280052_MNHN_1965_1.jpg,Amaxia tenuesignata,29,5090,2667,1
Erebidae,Grammia,parthenice,2432347944_CSU_634_0.jpg,Grammia parthenice,29,5090,2667,1
Noctuidae,Deltote,pygarga,1883280560_MNHN_2354_1.jpg,Deltote pygarga,62,3747,2218,2
Lycaenidae,Megalopalpus,simplex,1039110789_YPM_3282_1.jpg,Megalopalpus simplex,53,1492,708,6
Noctuidae,Panthea,furcilla,1838868748_MISSA_1504_0.jpg,Panthea furcilla,62,3747,2218,2
Saturniidae,Saturnia,pavonia,1825810898_NHMUK_190_0.jpg,Saturnia pavonia,79,668,312,18
Saturniidae,Gynanisa,maja,1039170663_YPM_1987_0.jpg,Gynanisa maja,79,668,312,18
Tineidae,Mea,skinnerella,1585230413_MISSA_2037_0.jpg,Mea skinnerella,89,85,68,27
Noctuidae,Leucania,fasilidasi,1883280669_MNHN_2187_1.jpg,Leucania fasilidasi,62,3747,2218,2
Lecithoceridae,Deltoplastis,ovatella,A43-20170426-252_TESRI_0.jpg,Deltoplastis ovatella,50,28,11,52
Papilionidae,Atrophaneura,nox,1039044629_YPM_3860_0.jpg,Atrophaneura nox,68,1101,365,11
Tortricidae,Ancylis,fuscociliana,1585261584_MISSA_1454_0.jpg,Ancylis fuscociliana,91,901,787,17
Pieridae,Neophasia,terlooii,2432288306_CSU_138_0.jpg,Neophasia terlooii,69,3076,852,9
Papilionidae,Euryades,corethrus,1319561610_USNM_6994_0.jpg,Euryades corethrus,68,1101,365,11
Erebidae,Deinypena,ranomafana,1587261027_MNHN_2133_0.jpg,Deinypena ranomafana,29,5090,2667,1
Geometridae,Spodolepis,substriataria,1932764023_MSU_910_0.jpg,Spodolepis substriataria,37,4794,3198,0
Noctuidae,Trichoclea,decepta,2432330987_CSU_2020_0.jpg,Trichoclea decepta,62,3747,2218,2
Pieridae,Colias,pelidne,1039173097_YPM_991_0.jpg,Colias pelidne,69,3076,852,9
Geometridae,Parobeidia,gigantearia,marginifascia_V03-20130909-020_TESRI_0.jpg,Parobeidia gigantearia,37,4794,3198,0
Noctuidae,Conistra,rubiginea,1847676303_NHMUK_972_0.jpg,Conistra rubiginea,62,3747,2218,2
Saturniidae,Antheraea,godmani,1039123110_YPM_1455_1.jpg,Antheraea godmani,79,668,312,18
Pyralidae,Dioryctria,pygmaeella,1988587031_MISSA_3960_0.jpg,Dioryctria pygmaeella,75,531,348,14
Noctuidae,Subleuconycta,sugii,A41-20180226-111_TESRI_0.jpg,Subleuconycta sugii,62,3747,2218,2
Hesperiidae,Lerema,liris,2432266130_CSU_2411_0.jpg,Lerema liris,44,1449,589,3
Nymphalidae,Chlosyne,acastus,1039153992_YPM_590_0.jpg,Chlosyne acastus,65,4037,1666,4
Nymphalidae,Callithomia,lenea,2243049084_NHMUK_5776_0.jpg,Callithomia lenea,65,4037,1666,4
Erebidae,Dicallomera,fascelina,3003620818_TAM_2026_0.jpg,Dicallomera fascelina,29,5090,2667,1
Lycaenidae,Uranothauma,cordatus,1039163029_YPM_422_1.jpg,Uranothauma cordatus,53,1492,708,6
Nymphalidae,Erebia,euryale,3003650283_TAM_1474_0.jpg,Erebia euryale,65,4037,1666,4
Hesperiidae,Phocides,pigmalion,2432275285_CSU_1740_0.jpg,Phocides pigmalion,44,1449,589,3
Lycaenidae,Electrostrymon,angelia,1039132905_YPM_322_1.jpg,Electrostrymon angelia,53,1492,708,6
Crambidae,Piletocera,aegimiusalis,A35-20160307-219_TESRI_0.jpg,Piletocera aegimiusalis,22,1196,693,7
Nymphalidae,Neptis,incongrua,1837858405_NHMUK_2321_0.jpg,Neptis incongrua,65,4037,1666,4
Geometridae,Stamnodes,albiapicata,1320566035_USNM_1013_0.jpg,Stamnodes albiapicata,37,4794,3198,0
Lycaenidae,Actizera,stellata,1039185894_YPM_2409_0.jpg,Actizera stellata,53,1492,708,6
Noctuidae,Cucullia,argentea,3003629453_TAM_2065_0.jpg,Cucullia argentea,62,3747,2218,2
Hesperiidae,Pelopidas,agna,1039116705_YPM_2532_1.jpg,Pelopidas agna,44,1449,589,3
Erebidae,Sypnoides,pannosa,A47-20150512-089_TESRI_0.jpg,Sypnoides pannosa,29,5090,2667,1
Erebidae,Cisthene,subrufa,2432246079_CSU_1836_0.jpg,Cisthene subrufa,29,5090,2667,1
Noctuidae,Trachea,auriplena,auriplena_A48-20160601-254_TESRI_0.jpg,Trachea auriplena,62,3747,2218,2
Nymphalidae,Sephisa,dichroa,1039112777_YPM_2901_1.jpg,Sephisa dichroa,65,4037,1666,4
Erebidae,Chetone,phyleis,1838877297_MISSA_1517_0.jpg,Chetone phyleis,29,5090,2667,1
Nymphalidae,Vanessa,atalanta,3017472373_UTE_446_0.jpg,Vanessa atalanta,65,4037,1666,4
Lycaenidae,Prosotas,dubiosa,2236803679_NHMUK_1768_0.jpg,Prosotas dubiosa,53,1492,708,6
Geometridae,Idaea,moniliata,3003608345_TAM_8_0.jpg,Idaea moniliata,37,4794,3198,0
Erebidae,Amerila,astrea,A61-20171018-101_TESRI_0.jpg,Amerila astrea,29,5090,2667,1
Geometridae,Harutaea,flavizona,A43-20150611-101_TESRI_0.jpg,Harutaea flavizona,37,4794,3198,0
Noctuidae,Apamea,oblonga,3003615257_TAM_941_0.jpg,Apamea oblonga,62,3747,2218,2
Erebidae,Lyclene,wenchiyehi,A48-20160601-234_TESRI_0.jpg,Lyclene wenchiyehi,29,5090,2667,1
Geometridae,Maxates,coelataria,1826442107_NHMUK_5169_0.jpg,Maxates coelataria,37,4794,3198,0
Crambidae,Argyria,nummulalis,2013053809_MISSA_1380_0.jpg,Argyria nummulalis,22,1196,693,7
Erebidae,Catocala,piatrix,1039088643_YPM_167_0.jpg,Catocala piatrix,29,5090,2667,1
Noctuidae,Lophotyna,albosignata,1272133112_NHMUK_5325_0.jpg,Lophotyna albosignata,62,3747,2218,2
Pyralidae,Orthaga,euadrusalis,V33-20171006-179_TESRI_0.jpg,Orthaga euadrusalis,75,531,348,14
Nymphalidae,Anaea,aidea,1039098915_YPM_3807_0.jpg,Anaea aidea,65,4037,1666,4
Noctuidae,Diarsia,nigrosigna,A43-20170221-102_TESRI_0.jpg,Diarsia nigrosigna,62,3747,2218,2
Erebidae,Horama,panthalon,1838874546_MISSA_1720_0.jpg,Horama panthalon,29,5090,2667,1
Nymphalidae,Archaeoprepona,camilla,1321735771_USNM_6921_0.jpg,Archaeoprepona camilla,65,4037,1666,4
Erebidae,Spilarctia,postrubida,A35-20160905-176_TESRI_0.jpg,Spilarctia postrubida,29,5090,2667,1
Geometridae,Ourapteryx,taiwana,V29-20160827-042_TESRI_0.jpg,Ourapteryx taiwana,37,4794,3198,0
Oecophoridae,Epicallima,formosella,3003705698_TAM_977_0.jpg,Epicallima formosella,66,67,59,34
Crambidae,Heliothela,wulfeniana,3003610615_TAM_1704_0.jpg,Heliothela wulfeniana,22,1196,693,7
Geometridae,Xandrames,latiferaria,curvistriga_A35-20150212-043_TESRI_0.jpg,Xandrames latiferaria,37,4794,3198,0
Noctuidae,Leucania,borbonensis,1427575394_MNHN_1259_0.jpg,Leucania borbonensis,62,3747,2218,2
Nymphalidae,Polyura,cognatus,1321213752_USNM_6618_0.jpg,Polyura cognatus,65,4037,1666,4
Noctuidae,Mythimna,insularis,V21-20151113-038_TESRI_0.jpg,Mythimna insularis,62,3747,2218,2
Pieridae,Catasticta,ludovici,1321852652_USNM_1301_0.jpg,Catasticta ludovici,69,3076,852,9
Erebidae,Oglasa,trimacula,1587260950_MNHN_2304_1.jpg,Oglasa trimacula,29,5090,2667,1
Pieridae,Delias,belladonna,1837858584_NHMUK_2002_0.jpg,Delias belladonna,69,3076,852,9
Pieridae,Mylothris,ngaziya,1321563549_USNM_3350_0.jpg,Mylothris ngaziya,69,3076,852,9
Noctuidae,Elyptron,timorosa,1426631313_MNHN_1219_0.jpg,Elyptron timorosa,62,3747,2218,2
Lycaenidae,Strymon,albata,1039064233_YPM_3509_0.jpg,Strymon albata,53,1492,708,6
Nymphalidae,Anaea,philumena,1318183904_USNM_6883_0.jpg,Anaea philumena,65,4037,1666,4
Noctuidae,Agrotis,taiwana,A47-20151110-125_TESRI_0.jpg,Agrotis taiwana,62,3747,2218,2
Notodontidae,Syntypistis,perdix,perdix_A41-20181225-059_TESRI_0.jpg,Syntypistis perdix,64,739,528,15
Erebidae,Sideridis,reticulata,1457364910_MNHN_339_0.jpg,Sideridis reticulata,29,5090,2667,1
Noctuidae,Euxoa,lewisi,2432361582_CSU_1567_0.jpg,Euxoa lewisi,62,3747,2218,2
Pieridae,Delias,catocausta,1320028000_USNM_9503_0.jpg,Delias catocausta,69,3076,852,9
Hesperiidae,Pelopidas,mathias,1039085482_YPM_3526_1.jpg,Pelopidas mathias,44,1449,589,3
Geometridae,Psaliodes,fervescens,2432288822_CSU_2012_0.jpg,Psaliodes fervescens,37,4794,3198,0
Hesperiidae,Polites,mystic,1039204639_YPM_1808_0.jpg,Polites mystic,44,1449,589,3
Pieridae,Catasticta,colla,1319904955_USNM_484_0.jpg,Catasticta colla,69,3076,852,9
Papilionidae,Graphium,sarpedon,connectens_V05-20130809-047_TESRI_0.jpg,Graphium sarpedon,68,1101,365,11
Erebidae,Euproctis,ankasoka,1913644694_MNHN_2073_0.jpg,Euproctis ankasoka,29,5090,2667,1
Notodontidae,Rifargia,extranea,1322438670_USNM_4247_0.jpg,Rifargia extranea,64,739,528,15
Erebidae,Epidesma,ursula,1838879030_MISSA_2317_0.jpg,Epidesma ursula,29,5090,2667,1
Thyrididae,Siculodes,substrigata,1265612891_NHMUK_4241_0.jpg,Siculodes substrigata,88,34,21,63
Lycaenidae,Emesis,vulpina,1039186834_YPM_1783_1.jpg,Emesis vulpina,53,1492,708,6
Tortricidae,Hystrichophora,vestaliana,1846473842_MISSA_1544_0.jpg,Hystrichophora vestaliana,91,901,787,17
Hesperiidae,Codatractus,carlos,2432276842_CSU_2210_0.jpg,Codatractus carlos,44,1449,589,3
Nymphalidae,Oeneis,bore,1039087149_YPM_1887_0.jpg,Oeneis bore,65,4037,1666,4
Lycaenidae,Sinthusa,chandrana,kuyaniana_A61-20180515-089_TESRI_0.jpg,Sinthusa chandrana,53,1492,708,6
Erebidae,Cosmosoma,stibosticta,1838873691_MISSA_101_0.jpg,Cosmosoma stibosticta,29,5090,2667,1
Nymphalidae,Euploea,midamus,1039047080_YPM_2839_1.jpg,Euploea midamus,65,4037,1666,4
Hesperiidae,Ouleus,terrens,1317647717_USNM_9538_0.jpg,Ouleus terrens,44,1449,589,3
Nymphalidae,Eunica,sophonisba,1039059704_YPM_2660_1.jpg,Eunica sophonisba,65,4037,1666,4
Pieridae,Euchloe,creusa,1322342543_USNM_8173_0.jpg,Euchloe creusa,69,3076,852,9
Crambidae,Agrotera,posticalis,A01-20150407-044_TESRI_0.jpg,Agrotera posticalis,22,1196,693,7
Crambidae,Agrotera,nemoralis,3003605955_TAM_1164_0.jpg,Agrotera nemoralis,22,1196,693,7
Notodontidae,Pygaera,timon,3003640166_TAM_1858_0.jpg,Pygaera timon,64,739,528,15
Noctuidae,Apamea,centralis,2580056259_CSU_1326_0.jpg,Apamea centralis,62,3747,2218,2
Erebidae,Eugoa,brunnea,A35-20140501-049_TESRI_0.jpg,Eugoa brunnea,29,5090,2667,1
Notodontidae,Notodonta,ziczac,1825810184_NHMUK_183_0.jpg,Notodonta ziczac,64,739,528,15
Hesperiidae,Aguna,claxon,1838855227_MISSA_2655_0.jpg,Aguna claxon,44,1449,589,3
Papilionidae,Papilio,aristodemus,1039052525_YPM_23_0.jpg,Papilio aristodemus,68,1101,365,11
Geometridae,Digrammia,triviata,2432359093_CSU_1285_0.jpg,Digrammia triviata,37,4794,3198,0
Erebidae,Pelosia,muscerda,1883280145_MNHN_895_0.jpg,Pelosia muscerda,29,5090,2667,1
Erebidae,Drasteria,mirifica,2432365145_CSU_301_0.jpg,Drasteria mirifica,29,5090,2667,1
Gelechiidae,Chionodes,grandis,1838854147_MISSA_2446_0.jpg,Chionodes grandis,36,421,369,20
Erebidae,Haematomis,uniformis,2432253872_CSU_53_0.jpg,Haematomis uniformis,29,5090,2667,1
Erebidae,Hypena,mainty,1612096045_MNHN_1020_0.jpg,Hypena mainty,29,5090,2667,1
Lycaenidae,Lycaena,nais,1039185903_YPM_2410_0.jpg,Lycaena nais,53,1492,708,6
Erebidae,Calidota,phryganoides,2432259850_CSU_2409_0.jpg,Calidota phryganoides,29,5090,2667,1
Erebidae,Rhabdatomis,laudamia,2432248760_CSU_744_0.jpg,Rhabdatomis laudamia,29,5090,2667,1
Noctuidae,Thyriodes,flabellum,1990805008_MNHN_512_1.jpg,Thyriodes flabellum,62,3747,2218,2
Geometridae,Sericosema,juturnaria,2432327878_CSU_570_0.jpg,Sericosema juturnaria,37,4794,3198,0
Geometridae,Mixochlora,vittata,3003647309_TAM_2969_0.jpg,Mixochlora vittata,37,4794,3198,0
Nymphalidae,Charaxes,dilutus,1320522980_USNM_5231_0.jpg,Charaxes dilutus,65,4037,1666,4
Pieridae,Appias,olferna,1320305896_USNM_1927_0.jpg,Appias olferna,69,3076,852,9
Erebidae,Tamba,venusta,A58-20171111-011_TESRI_0.jpg,Tamba venusta,29,5090,2667,1
Pieridae,Colotis,danae,1321222110_USNM_10097_0.jpg,Colotis danae,69,3076,852,9
Geometridae,Xanthorhoe,cybele,A75-20190603-042_TESRI_0.jpg,Xanthorhoe cybele,37,4794,3198,0
Geometridae,Paragonia,lanuginosa,1317311328_USNM_5270_0.jpg,Paragonia lanuginosa,37,4794,3198,0
Geometridae,Nephodia,nigra,1320386706_USNM_8597_1.jpg,Nephodia nigra,37,4794,3198,0
Erebidae,Calliteara,lunulata,takamukuana_V24-20161105-111_TESRI_0.jpg,Calliteara lunulata,29,5090,2667,1
Noctuidae,Anathix,puta,2268760710_MISSA_727_0.jpg,Anathix puta,62,3747,2218,2
Lycaenidae,Pseudophilotes,vicrama,1039160490_YPM_3663_1.jpg,Pseudophilotes vicrama,53,1492,708,6
Crambidae,Colomychus,talis,1946086519_MISSA_2897_0.jpg,Colomychus talis,22,1196,693,7
Sphingidae,Degmaptera,mirabilis,A58-20170613-124_TESRI_0.jpg,Degmaptera mirabilis,84,642,398,10
Noctuidae,Nyctycia,strigidisca,nigridorsi_V37-20190107-071_TESRI_0.jpg,Nyctycia strigidisca,62,3747,2218,2
Gelechiidae,Chionodes,praeclarella,1585217620_MISSA_6_0.jpg,Chionodes praeclarella,36,421,369,20
Nymphalidae,Archimestra,teleboas,1039041557_YPM_1070_1.jpg,Archimestra teleboas,65,4037,1666,4
Notodontidae,Furcula,scolopendrina,2432376971_CSU_931_0.jpg,Furcula scolopendrina,64,739,528,15
Sphingidae,Sphinx,separatus,1838850186_MISSA_1473_0.jpg,Sphinx separatus,84,642,398,10
Lycaenidae,Satyrium,behrii,1039047366_YPM_2841_0.jpg,Satyrium behrii,53,1492,708,6
Geometridae,Plataea,calcaria,2432338073_CSU_2337_0.jpg,Plataea calcaria,37,4794,3198,0
Noctuidae,Maliattha,signifera,A35-20131015-038_TESRI_0.jpg,Maliattha signifera,62,3747,2218,2
Geometridae,Alcis,hyberniata,V12-20140809-062_TESRI_0.jpg,Alcis hyberniata,37,4794,3198,0
Erebidae,Autophila,myriospea,1499291500_MNHN_1616_0.jpg,Autophila myriospea,29,5090,2667,1
Erebidae,Phryganopteryx,convergens,1883279588_MNHN_3204_1.jpg,Phryganopteryx convergens,29,5090,2667,1
Pieridae,Elodina,biaka,1319872959_USNM_2123_0.jpg,Elodina biaka,69,3076,852,9
Nymphalidae,Anartia,amathea,1039171709_YPM_2194_1.jpg,Anartia amathea,65,4037,1666,4
Sphingidae,Callambulyx,tatarinovii,formosana_A32-20180615-201_TESRI_0.jpg,Callambulyx tatarinovii,84,642,398,10
Saturniidae,Tagoropsis,hanningtonii,1039104688_YPM_3172_0.jpg,Tagoropsis hanningtonii,79,668,312,18
Sphingidae,Kentrochrysalis,streckeri,3003647232_TAM_1232_0.jpg,Kentrochrysalis streckeri,84,642,398,10
Lycaenidae,Euchrysops,philbyi,1837858807_NHMUK_5483_0.jpg,Euchrysops philbyi,53,1492,708,6
Nymphalidae,Charaxes,varanes,1321881553_USNM_418_0.jpg,Charaxes varanes,65,4037,1666,4
Pieridae,Eurema,boisduvaliana,2432280902_CSU_510_0.jpg,Eurema boisduvaliana,69,3076,852,9
Pieridae,Dismorphia,zaela,1321004193_USNM_5468_0.jpg,Dismorphia zaela,69,3076,852,9
Gelechiidae,Telphusa,longifasciella,1585252511_MISSA_1648_0.jpg,Telphusa longifasciella,36,421,369,20
Erebidae,Achaea,catella,1990805161_MNHN_472_1.jpg,Achaea catella,29,5090,2667,1
Geometridae,Timandromorpha,discolor,M13-20141020-088_TESRI_0.jpg,Timandromorpha discolor,37,4794,3198,0
Saturniidae,Citioica,anthonilis,1039097733_YPM_1418_1.jpg,Citioica anthonilis,79,668,312,18
Sphingidae,Hippotion,rebeli,1882416363_NHMUK_5833_0.jpg,Hippotion rebeli,84,642,398,10
Papilionidae,Parides,panares,1039177011_YPM_1532_1.jpg,Parides panares,68,1101,365,11
Erebidae,Nechesia,albodentata,A37-20131016-043_TESRI_0.jpg,Nechesia albodentata,29,5090,2667,1
Noctuidae,Cryphioides,ocellata,1426045750_MNHN_1193_1.jpg,Cryphioides ocellata,62,3747,2218,2
Nymphalidae,Acraea,natalica,1039124536_YPM_2542_1.jpg,Acraea natalica,65,4037,1666,4
Erebidae,Barsine,sauteri,A35-20140302-046_TESRI_0.jpg,Barsine sauteri,29,5090,2667,1
Geometridae,Anisodes,spatara,1317590094_USNM_8847_0.jpg,Anisodes spatara,37,4794,3198,0
Drepanidae,Wernya,rufifasciata,V12-20131028-057_TESRI_0.jpg,Wernya rufifasciata,23,222,84,16
Nymphalidae,Sais,rosalia,1039189834_YPM_1790_0.jpg,Sais rosalia,65,4037,1666,4
Erebidae,Thyrgis,lacryma,1321222717_USNM_5617_1.jpg,Thyrgis lacryma,29,5090,2667,1
Erebidae,Baritius,sannionis,1838876614_MISSA_1086_0.jpg,Baritius sannionis,29,5090,2667,1
Nymphalidae,Charaxes,solon,1321384585_USNM_10400_0.jpg,Charaxes solon,65,4037,1666,4
Geometridae,Sangalopsis,lena,1321781187_USNM_3125_0.jpg,Sangalopsis lena,37,4794,3198,0
Erebidae,Asota,egens,indica_V04-20140721-048_TESRI_0.jpg,Asota egens,29,5090,2667,1
Papilionidae,Troides,plato,2446317890_NHMUK_2189_0.jpg,Troides plato,68,1101,365,11
Nymphalidae,Adelpha,tracta,1039120478_YPM_3054_0.jpg,Adelpha tracta,65,4037,1666,4
Nymphalidae,Charaxes,violetta,1318261345_USNM_4186_0.jpg,Charaxes violetta,65,4037,1666,4
Nymphalidae,Charaxes,pelias,1039149719_YPM_372_1.jpg,Charaxes pelias,65,4037,1666,4
Nymphalidae,Baeotus,deucalion,1039097966_YPM_3533_0.jpg,Baeotus deucalion,65,4037,1666,4
Erebidae,Lygephila,craccae,3003608774_TAM_52_0.jpg,Lygephila craccae,29,5090,2667,1
Ethmiidae,Ethmia,davisella,1322163127_USNM_4705_0.jpg,Ethmia davisella,32,69,53,24
Geometridae,Eumelea,rosalia,1826441253_NHMUK_2867_0.jpg,Eumelea rosalia,37,4794,3198,0
Pieridae,Pieris,venata,1319378250_USNM_8056_0.jpg,Pieris venata,69,3076,852,9
Geometridae,Xanthorhoe,mediofascia,V04-20130606-088_TESRI_0.jpg,Xanthorhoe mediofascia,37,4794,3198,0
Tortricidae,Archips,cerasivorana,1585234133_MISSA_267_0.jpg,Archips cerasivorana,91,901,787,17
Crambidae,Omiodes,indicata,1946086751_MISSA_1566_0.jpg,Omiodes indicata,22,1196,693,7
Geometridae,Caripeta,angustiorata,2432323316_CSU_183_0.jpg,Caripeta angustiorata,37,4794,3198,0
Thyrididae,Striglina,venia,A41-20140325-165_TESRI_0.jpg,Striglina venia,88,34,21,63
Crambidae,Epipagis,setinalis,A46-20150319-112_TESRI_0.jpg,Epipagis setinalis,22,1196,693,7
Geometridae,Tasta,argozana,A41-20170531-047_TESRI_0.jpg,Tasta argozana,37,4794,3198,0
Geometridae,Ecliptopera,silaceata,2432360120_CSU_1444_0.jpg,Ecliptopera silaceata,37,4794,3198,0
Geometridae,Eupithecia,palpata,2432341253_CSU_1103_0.jpg,Eupithecia palpata,37,4794,3198,0
Geometridae,Racotis,inconclusa,1836106893_NHMUK_4411_0.jpg,Racotis inconclusa,37,4794,3198,0
Geometridae,Lambdina,pellucidaria,2432324346_CSU_1253_0.jpg,Lambdina pellucidaria,37,4794,3198,0
Papilionidae,Troides,cuneifera,1320224444_USNM_3411_0.jpg,Troides cuneifera,68,1101,365,11
Pieridae,Belenois,margaritacea,1321587367_USNM_1853_0.jpg,Belenois margaritacea,69,3076,852,9
Geometridae,Carsia,sororiata,1836092872_NHMUK_824_0.jpg,Carsia sororiata,37,4794,3198,0
Erebidae,Adrapsa,ablualis,A42-20160503-004_TESRI_0.jpg,Adrapsa ablualis,29,5090,2667,1
