,Name,label
786,GEO154_SJTT2404_1_male,9
787,DRE02_SJTT2010_1_male,5
788,PYR02_SJTT1252_1_male,9
789,GEO152_CARS1883,4
790,Diarsia nigrofasciata_male_Wulig_16-XII-2018_CHMa,2
791,ARC07_SJTT0133_1_male,1
792,CRA03_SJTT1993_1_female,5
793,THY02_SJTT1902_1_male,9
794,GEO032_SJTT2178_1_male,9
795,CATT1708_1,3
796,Not_id_yet_CARS1509,8
797,CATT0386_1,5
798,CARS1232,10
799,CARS0173,8
800,Percnia longitermen_male_FBG_10-IV-2015_SWu&WCChang_34_1_1_2400,2
801,CATT0705_1,1
802,LIT15_SJTT1931_1_male,3
803,LYM01_SJTT1143_1_male,4
804,Panthea grisea_female_800px,2
805,Not_id_yet_CARS2128,10
806,CATT1505_1,1
807,LIT11_SJTT1128_1_female,5
808,GEO005_SJTT2000_1_male,3
809,CATT1028_1,4
810,GEO069_CARS0233,4
811,Not_id_yet_CARS1276,0
812,CATT1072_1,1
813,GEO046_CARS0038,10
814,GEO058_CARS1936,10
815,CARS2213,7
816,CATT1383_1,0
817,CRA02_SJTT1099_1_male,0
818,GEO131_SJTT2240_1_male,9
819,LIT14_SJTT0219_1_female,3
820,GEO149_CARS1532,7
821,CATT0333_1,3
822,CARS0404,7
823,GEO054_SJTT1872_1_male,9
824,GEO003_CARS0195,7
825,Zeuzera multistrigata_male_51mm,2
826,NOT02_SJTT1814_1_male,0
827,LYM02_SJTT1676_1_male,0
828,GEO130_SJTT1752_1_male,3
829,CATT0363_1,3
830,CATT0798_1,6
831,GEO119_SJTT0816_1_male,3
832,Arichanna pryeraria_male_Meifeng-14-II-2012)SWu&WCChang-23_800,2
833,Not_id_yet_CARS0912,7
834,CATT1304_1,0
835,Ectropis excellens_male_TFRI00118701_Bishanyen_13(26)-VI-2010_大青_SWU,2
836,HYP02_SJTT1644_1_male,0
837,ERE11_SJTT0819_1_female,0
838,NOC014_SJTT1007_1_female,0
839,Not_id_yet_CARS0621,10
840,Not_id_yet_CARS1335,8
841,DRE01_SJTT1204_1_male,0
842,DRE06_SJTT0678_1_male,1
843,COS01_SJTT1544_1_male,0
844,Not_id_yet_CARS0698,4
845,NOC039_CARS0148,4
846,CATT1228_1,3
847,CATT0354_1,6
848,Xestia tamsi_NSMT2015_180_1_800,2
849,Endotricha metacuralis_female_Tatajia_12-V-2012_SWu&WCChang_156868-01_800px,2
850,NOC070_SJTT2376_1_male,0
851,Not_id_yet_CARS2259,7
852,CATT_1093_1,3
853,GEO022_SJTT1142_1_male,3
854,ERE11_SJTT0727_1_female,0
855,NOC038_SJTT1489_1_male,0
856,Hypena albopunctalis_male_V38-20180602-016-removebg-preview,2
857,NOC045_CARS0298,10
858,CATT1618_1,0
859,NOC215_CARS1943,7
860,CATT1911_1,0
861,GEO121_CARS0544,4
862,NOC055_SJTT0115_1_female,0
863,LIT10_SJTT2085_1_female,3
864,NOC153_CARS0356,7
865,CATT0409_1,3
866,NOC003_CARS1104,7
867,Heterolocha biplagiata_male_MSE2000_20-XI-2015_SWu&JCHuang_001_800,2
868,GEO087_CARS0315,7
869,NOC132_CARS0413,10
870,LIT21_SJTT1280_1_male,5
871,CATT0529_1,1
872,GEO021_SJTT1303_1_male,9
873,CATT0739_1,1
874,NOT01_SJTT1337_1_male,0
875,NOC179_CARS0955,7
876,CATT0419_1,1
877,LIT46_SJTT0661_1_female,3
878,NOC149_CARS0369,7
879,PYR02_SJTT0938_1_male,5
880,GEO191_CARS1919,4
881,GEO121_SJTT0026_1_male,1
882,Not_id_yet_CARS0858,7
883,CARS0526,7
884,NOC059_CARS0045,10
885,NOL04_SJTT2012_1_female,0
886,GEO022_SJTT1506_1_male,9
887,GEO120_SJTT1115_1_male,1
888,CARS0742,7
889,GEO054_SJTT2219_1_male,9
890,NOC239_CARS0896,8
891,CATT1021_1,4
892,NOC214_CARS1479,7
893,CATT0324_1,0
894,CATT2054_1,6
895,NOC004_CARS0198,7
896,Thyas coronata_male_81mm_800,2
897,Krananda semihyalina_female_800,2
898,ARC04_SJTT1965_1_male,9
899,GEO104_SJTT1035_1_male,0
900,Not_id_yet_CARS0859,7
901,Not_id_yet_CARS2065,10
902,ERE06_SJTT1725_1_male,4
903,NOC035_SJTT2372_1_male,9
904,CARS1645,7
905,GEO026_SJTT1390_1_female,0
906,Ourapteryx monticola_male_MSE2000_18-XI-2015_SWu&JCHuang_001_800,1
907,GEO154_SJTT2414_1_male,9
908,NOC015_SJTT2304_1_female,0
909,CARS1891,8
910,CARS0403,7
911,CATT2047_1,4
912,NOC001_SJTT1212_1_male,6
913,CRA02_SJTT1733_1_male,5
914,CATT0929_1,6
915,COS02_SJTT0914_1_male,3
916,ARC05_SJTT0867_1_male,3
917,NOC134_CARS0306,8
918,GEO034_CARS0445,8
919,Not_id_yet_CARS2247,8
920,CATT1207_1,6
921,GEO078_CARS0464,7
922,GEO224_CARS1028,10
923,GEO057_SJTT2123_1_male,3
924,CATT2051_1,0
925,GEO001_SJTT2088_1_male,3
926,CARS1233,10
927,"Notodonta griseotincta_Guanwu_29-IV-2011_SWu,WCChang&MTHsiao_800",2
928,CATT1150_1,3
929,Not_id_yet_CARS2207,7
930,CATT1504_1,4
931,CATT0498_1,5
932,Not_id_yet_CARS1550,8
933,GEO036_SJTT0266_1_female,9
934,GEO102_SJTT2413_1_male,5
935,CARS1726,8
936,NOC038_SJTT2329_1_male,0
937,CATT0875_1,3
938,NOC252_CARS0710,4
939,Aberrasine lichenshihi_male_FBG_10-IV-2015_SWu&WCChang_61_1_800,2
940,GEO163_CARS1937,7
941,NOC177_CARS0944,7
942,DRE03_SJTT0214_1_female,1
943,GEO154_SJTT2408_1_male,9
944,Not_id_yet_CARS1816,7
945,LIT11_SJTT0075_1_female,3
946,GEO056_SJTT1153_1_female,1
947,ERE11_SJTT0726_1_female,0
948,NOC080_CARS0505,7
949,LIT17_SJTT2471_1_male,3
950,CARS1669,0
951,PYR057_CARS0342,7
952,CATT0597_1,1
953,CATT1006_1,5
954,Alcis nubeculosa_male_28mm_MOH_800,2
955,CATT1305_1,0
956,Axylia putris triseriata_male_27-VIII_2016_APCheng_mana,2
957,CATT1227_1,0
958,NOC034_SJTT1076_1_male,9
959,Not_id_yet_CARS1810,7
960,CARS0738,4
961,NOC166_CARS0560,7
962,LIT11_SJTT0957_1_male,3
963,CARS0829,4
964,CARS1165,7
965,DRE02_SJTT1679_1_male,5
966,Euproctis inornata_male_V42-20210514-062-removebg-preview,2
967,SPH01_SJTT0975_1_male,9
968,GEO066_SJTT0840_1_female,9
969,NOC242_CARS0696,7
970,Risoba prominens_male_Xiaofengkou_29-VIII-2009_SWu__TFRI117272_01,2
971,GEO123_SJTT0317_1_male,1
972,LYM09_SJTT1707_1_male,1
973,Not_id_yet_CARS1715,10
974,SPH01_SJTT0993_1_male,9
975,HYP03_SJTT2055_1_female,5
976,CATT1900_1,5
977,PYR02_SJTT1240_1_male,0
978,GEO057_CARS0325,10
979,ERE14_SJTT1687_1_male,0
980,LAS01_SJTT0287_1_male,6
981,CATT1599_1,4
982,CATT1367_1,0
983,Caiella pygmy_male_Guanwu_800px,2
984,LYM04_SJTT1670_1_female,3
985,CARS0231,4
986,GEO012_CARS0207,7
987,GEO076_CARS0662,10
988,ARC03_SJTT2248_1_male,5
989,GEO096_CARS0248,10
990,GEO016_SJTT0963_1_2_male,3
991,GEO095_CARS0656,7
992,GEO056_SJTT1880_1_male,1
993,GEO121_SJTT0038_1_male,1
994,NOC272_CARS1944,8
995,ARC07_SJTT1196_1_male,1
996,CATT1594_1,0
997,Arichanna picaria_male_800,2
998,Euthrix tamahonis_male_TFRI_01_1,2
999,Somera viridifusca viridifusa_male_FBG_12-XI-2010_SWu-006_800,4
1000,GEO058_SJTT1480_1_female,3
1001,NOC187_CARS0758,8
1002,CARS2071,4
1003,HER03_SJTT2440_1_male,5
1004,NOC059_SJTT0358_1_female,0
1005,Pheosia rimosa taiwanognoma_male_36mm_2400,2
1006,LIT12_SJTT0093_1_female,5
1007,CATT1002_1,4
1008,GEO030_CARS1368,4
1009,NOC015_SJTT1540_1_male,0
1010,NOC179_CARS0957,7
1011,CATT1247_1,0
1012,GEO068_SJTT1060_1_female,8
1013,Olivenebula oberthueri_male_800px,4
1014,GEO097_CARS0660,8
1015,NOC002_SJTT1105_1_male,3
1016,GEO057_SJTT1442_1_male,3
1017,DRE01_SJTT0247_1_male,0
1018,GEO145_CARS1036,10
1019,LIT02_SJTT1169_1_male,5
1020,CATT1966_1,3
1021,Cyana effracta posilla_male_Cien_14-VIII-2012_SWu&WCChang_03_800px,2
1022,GEO064_CARS0253,8
1023,CATT0134_1,3
1024,GEO101_SJTT1033_1_female,0
1025,DRE07_SJTT1333_1_male,1
1026,Not_id_yet_CARS1246,0
1027,HYP06_SJTT0005_1_male,4
1028,GEO055_SJTT1712_1_male,3
1029,LIT03_SJTT0194_1_male,1
1030,LIT29_SJTT1159_1_female,5
1031,Not_id_yet_CARS1819,7
1032,CARS0785,10
1033,CRA11_SJTT2104_1_female,3
1034,CATT1039_1,9
1035,CATT0660_1,4
1036,NOC001_SJTT1186_1_male,6
1037,Euproctis nigricauda_male_FBG_10-IV-2015_SWu&WCChang_29_1_2400,2
1038,NOC186_CARS1111,4
1039,CATT1530_1,6
1040,DRE02_SJTT2009_1_male,5
1041,GEO084_SJTT2024_1_male,0
1042,ERE06_SJTT0894_1_male,0
1043,LIT02_SJTT0996_1_male,5
1044,Lophophelma iterans onerosus_male_Tianwan_29-VII-2014_04_1_800,2
1045,CARS1452,7
1046,LYM01_SJTT1214_1_male,4
1047,Hupodonta corticalis_male_56mm_MOH_800,2
1048,LIT29_SJTT1821_1_female,5
1049,NOC032_SJTT1476_1_female,9
1050,Trichosea diffusa_male_Meifeng_9-XI-2012_SWu&WCChang_800px,2
1051,GEO157_CARS2088,7
1052,NOC058_SJTT0256_1_male,0
1053,Monema rubriceps_female_800px,2
1054,GEO017_SJTT2265_1_male,1
1055,Abraxas tenellula_male_Shanmei_9-III-2011_TFRI141262_dissected_07,2
1056,GEO022_SJTT1326_1_male,3
1057,GEO125_SJTT2179_1_male,1
1058,NOC038_SJTT1542_1_male,0
1059,NOC177_CARS0947,10
1060,GEO069_SJTT0251_1_male,5
1061,CATT0056_1,6
1062,CATT0543_1,5
1063,CATT1368_1,3
1064,GEO124_CARS0931,8
1065,CATT1605_1,5
1066,NOT14_SJTT1062_1_male,0
1067,NOC031_CARS0157,8
1068,LIT09_SJTT20180814_1_female,3
1069,THY14_SJTT1343_1_male,0
1070,HYP02_SJTT1118_1_female,4
1071,CARS0267,8
1072,LIT05_SJTT0658_1_male,0
1073,GEO155_SJTT1793_1_male,1
1074,SPH02_SJTT1762_1_male,0
1075,GEO070_SJTT0258_1_female,5
1076,DRE08_SJTT1850_1_male,6
1077,Parobeidia gigantearia marginifascia_female_Yulao_18-VII-2015_TGLai_001,2
1078,CATT1433_1,5
1079,CATT0475_1,5
1080,CATT0349_1,9
1081,NOC191_CARS1390,8
1082,GEO088_SJTT0316_1_female,3
1083,NOC015_SJTT2341_1_female,0
1084,Habrosyne indica formosana_male_29mm_800,2
1085,CATT0379_1,0
1086,NOC073_CARS0237,10
1087,Dilophodes elegans khasiana_male_V37-20180813-055-removebg-preview,2
1088,Not_id_yet_CARS1766,4
1089,ARC05_SJTT0922_1_male,3
1090,CATT1603_1,6
1091,PYR035_CARS0040,8
1092,CATT0845_1,5
1093,GEO056_SJTT1769_1_male,1
1094,PYR11_SJTT0834_1_female,0
1095,GEO063_SJTT0600_1_female,9
1096,CATT1183_1,5
1097,CARS0610,4
1098,CATT0340_1,4
1099,GEO105_SJTT1081123_1_female,9
1100,Athetis_stellata_male_A37-20140303-008-removebg-preview,2
1101,NOC102_CARS0345,10
1102,ARC09_SJTT0872_1_male,1
1103,CATT0554_1,5
1104,CATT1632_1,4
1105,GEO056_SJTT1141_1_female,1
1106,ARC03_SJTT2192_1_male,5
1107,CATT1048_1,9
1108,NOC082_CARS0230,8
1109,Not_id_yet_CARS2241,7
1110,GEO001_SJTT2412_1_male,3
1111,GEO104_SJTT1074_1_male,0
1112,Not_id_yet_CARS2064,7
1113,CARS1144,7
1114,GEO055_SJTT1709_1_male,3
1115,GEO004_CARS0385,0
1116,Not_id_yet_CARS1833,8
1117,CATT0654_1,0
1118,Not_id_yet_CARS2012,10
1119,NOC198_CARS1097,10
1120,Besaia sordida_female_43mm_MOH_800,2
1121,GEO107_CARS0379,8
1122,CATT0407_1,0
1123,NOC260_CARS1700,0
1124,GEO031_SJTT2186_1_female,0
1125,NOC028_SJTT0095_1_male,0
1126,GEO116_CARS0926,7
1127,NOC127_CARS0389,7
1128,CATT0332_1,5
1129,Not_id_yet_CARS0811,10
1130,Not_id_yet_CARS0907,4
1131,Not_id_yet_CARS0701,4
1132,CATT1740_1,4
1133,Not_id_yet_CARS0570,10
1134,GEO038_CARS0181,7
1135,"Abraxas placata Inoue, 1984_female_Siji Logging Rd_TFRI_01_dissected_800px",2
1136,PYR057_CARS0320,7
1137,Auaxa cesadaria_male_NSMT2015_155_1_800,2
1138,GEO066_SJTT647_1_male,5
1139,GEO068_SJTT1040_1_male,0
1140,Not_id_yet_CARS1831,7
1141,GEO142_SJTT1804_1_female,1
1142,GEO056_SJTT1768_1_male,1
1143,BOM01_SJTT1051_1_male,9
1144,CATT0658_1,3
1145,NOC071_CARS0455,4
1146,Not_id_yet_CARS1502,7
1147,Not_id_yet_CARS1055,8
1148,CARS1322,7
1149,CATT1533_1,3
1150,NOC051_CARS0062,7
1151,CRA01_SJTT0294_1_female,9
1152,GEO018_CARS0098,10
1153,THY04_SJTT1830_1_female,0
1154,NOC285_CARS1264,7
1155,Fascellina chromataria_male_FBG_10-IV-2015_SWu&WCChang_03_1,4
1156,LYM02_SJTT1757_1_male,0
1157,CARS1171,7
1158,CARS1571,7
1159,Not_id_yet_CARS1882,8
1160,PYR006_CARS0006,4
1161,CARS1582,8
1162,GEO104_CARS0374 -,3
1163,CARS1139,8
1164,GEO154_SJTT2403_1_male,9
1165,CATT1320_1,6
1166,Not_id_yet_CARS1560,4
1167,PAN02_SJTT0778_1_male,0
1168,Not_id_yet_CARS1414,7
1169,CATT0471_1,3
1170,Not_id_yet_CARS2062,7
1171,CATT1462_1,3
1172,CARS1595,7
1173,CATT1513_1,1
1174,LIT11_SJTT2069_1_female,5
1175,GEO154_CARS1740,7
1176,GEO068_SJTT1075_1_female,0
1177,CARS1221,10
1178,CATT0734_1,6
1179,NOT09_SJTT1259_1_male,3
1180,HYP08_SJTT1100_1_male,4
1181,"Chytonix variegata Wileman, 1914_female_Cien_28-VI-2012_TFRI145945_800px",2
1182,NOC020_CARS0014,7
1183,CATT0863_1,4
1184,CATT0634_1,3
1185,Rachiades lichenicolor albimaculata_female_17-V-2012_SWu_800,2
1186,THY15_SJTT0378_1_male,5
1187,NOC040_SJTT0083_1_male,0
1188,CATT0336_1,4
1189,Somena scintillans_male_V04-20140530-292-removebg-preview,2
1190,LIT46_SJTT0941_1_female,3
1191,LIT10_SJTT2064_1_female,5
1192,CATT1236_1,0
1193,NOC056SJTT2251_1_male,4
1194,NOC001_SJTT0783_1_male,6
1195,HYP05_SJTT1116_1_male,4
1196,GEO025_SJTT1594_1_female,9
1197,PYR07_SJTT0861_1_female,4
1198,Tiracola aureata_female_Chilan_7-II-2021_SWu&SSWu_TFRI209703,2
1199,CATT0105_1,5
1200,GEO136_CARS0667,8
1201,NOC035_SJTT2356_1_male,9
1202,Lemyra wernerthomasi_male_Tatajia_8-IX-2011_TFRI00128559_800,2
1203,Asota tortuosa_female_Taipingshan_29-VIII-2014_SWu&WCChang_10_800,2
1204,GEO054_SJTT1426_1_male,9
1205,PYR037_CARS0037,4
1206,CATT1791_1,4
1207,GEO126__SJTT0981_1_male,1
1208,Not_id_yet_CARS0557,10
1209,NOC029_SJTT0971_1_male,9
1210,PYR05_SJTT0825_1_male,0
1211,CATT0294_1,0
1212,CATT0167_1,4
1213,CATT0136_1,3
1214,CATT1192_1,4
1215,CATT0510_1,1
1216,NOC059_SJTT0361_1_female,0
1217,LIT05_SJTT0627_1_male,0
1218,CARS1893,8
1219,Lymantria concolor concolor_female_Daxueshan_3-X-2020_CCYang_mana,3
1220,LIT14_SJTT0207_1_male,3
1221,Stigmatophora karenkonis_male_Cien_28-VI-2012_TFRI_1,2
1222,CATT2044_1,0
1223,GEO026_SJTT2382_1_male,9
1224,Hypena sinuosa_female_28mm,2
1225,LIT46_SJTT0646_1_female,5
1226,Smerinthulus perversa flavomaculatus_male_NSMT2015_039_800,2
1227,NOC094_CARS0964,7
1228,GEO022_SJTT1137_1_male,3
1229,CARS1597,4
1230,Not_id_yet_CARS1806,4
1231,CATT0915_1,5
1232,GEO149_CARS1032,10
1233,GEO151_SJTT2164_1_male,3
1234,CATT_1962_1,3
1235,GEO084_SJTT0774_1_female,5
1236,DRE01_SJTT1130_1_male,0
1237,NOC287_CARS1955,7
1238,LIT10_SJTT2081_1_female,5
1239,LIT15_SJTT1942_1_male,3
1240,CARS0519,3
1241,Not_id_yet_CARS1836,7
1242,NOC077_CARS0542,7
1243,THY07_SJTT1619_1_male,0
1244,Not_id_yet_CARS1247,0
1245,CATT1151_1,3
1246,CATT1455_1,0
1247,GEO162_CARS1519,4
1248,CATT0103_1,0
1249,GEO135_CARS0674,7
1250,NOC073_SJTT1385_1 2_male,0
1251,Not_id_yet_CARS1262,7
1252,Not_id_yet_CARS0626,10
1253,CATT0263_1,0
1254,CARS0737,7
1255,CATT2122_1,0
1256,NOC070_SJTT2282_1_male,9
1257,GEO028_CARS0861,4
1258,CATT1834_1,5
1259,Bradina aulacodialis_female__Guanwu_17-VI-2015_SWu&MOwada_108_mana,2
1260,THY13_SJTT1284_1_male,9
1261,Not_id_yet_CARS1840,8
1262,CARS0735,3
1263,GEO028_CARS0687,4
1264,GEO032_SJTT1466_1_female,0
1265,CATT_0643_1,3
1266,LYM03_SJTT0338_1_female,3
1267,NOT04_SJTT1716_1_male,0
1268,CATT1480_1,0
1269,CATT0282_1,0
1270,NOC025_CARS0009,8
1271,GEO107_SJTT2100_1_female,5
1272,CARS0592,8
1273,CATT0490_1,3
1274,CARS1445,8
1275,CARS1660,7
1276,GEO063_SJTT0171_1_female,3
1277,Clostera anachoreta_female_38mm_MOH_800,2
1278,GEO089_SJTT1278_1_male,9
1279,CATT0953_1,0
1280,LIT11_SJTT1948_1_male,5
1281,GEO066_CARS1194,4
1282,GEO197_CARS1077,7
1283,GEO066_SJTT0841_1_female,9
1284,Not_id_yet_CARS1677,10
1285,GEO063_SJTT0211_1_female,3
1286,NOC065_SJTT2399_1_female,0
1287,NOC051_SJTT1320_1_male,3
1288,Macrobrochis staudingeri formosana_male_FBG_10-IV-2015_SWu&WCChang_12_1_1_800,2
1289,Psilalcis nigrifasciata_male_MOH_800,2
1290,CATT1398_1,3
1291,GEO004_SJTT0322_1_male,3
1292,CATT1519_1,3
1293,THY01_SJTT0890_1_female,3
1294,Not_id_yet_CARS2316,10
1295,CATT0532_1_1,5
1296,NOC032_SJTT0395_1_male,0
1297,NOC081_CARS0232,8
1298,ERE04_SJTT0782_1_male,0
1299,GEO035_SJTT1554_1_male,0
1300,Peridroma saucia_male_46mm_800px,2
1301,Not_id_yet_CARS1612,7
1302,NOC032_SJTT0584_1_male,3
1303,THY11_SJTT0461_1_female,4
1304,PYR024_CARS0121,8
1305,Not_id_yet_CARS1042,7
1306,NOC008_CARS0078,7
1307,NOC040_SJTT0602_1_male,9
1308,CARS1162,7
1309,GEO069_CARS0688,4
1310,LIT31_SJTT0127_1_female,3
1311,NOC230_CARS2056,7
1312,HYP02_SJTT1621_1_male,0
1313,PYR053_CARS0330,10
1314,NOC151_CARS0370,7
1315,CATT1246_1,4
1316,GEO205_CARS0668,7
1317,CARS1678,7
1318,NOC030_SJTT1740_1_male,3
1319,Not_id_yet_CARS1457,10
1320,THY13_SJTT0272_1_male,9
1321,LIT09_SJTT2490_1_female,9
1322,SJTT與0584同採集地與時_1(不建)_male,0
1323,GEO063_SJTT0057_1_male,3
1324,LIT17_SJTT0043_1_female,3
1325,ARC06_SJTT1364_1_male,6
1326,GEO164_CARS1534,4
1327,Not_id_yet_CARS2266,10
1328,NOC249_CARS1256,8
1329,CATT1643_1,6
1330,LIT33_SJTT0858_1_male,5
1331,PYR16_SJTT0771_1_female,6
1332,CARS1268,4
1333,CARS1665,7
1334,NOC005_SJTT0076_1_male,5
1335,CATT_1416_1,3
1336,CATT_1771_1,3
1337,Not_id_yet_CARS2063,7
1338,GEO057_SJTT2119_1_male,3
1339,CARS1064,7
1340,GEO024_SJTT2309_1_male,5
1341,CATT1843_1,0
1342,NOC043_SJTT2317_1_male,5
1343,PYR011_CARS0143,4
1344,Not_id_yet_CARS1786,7
1345,GEO024_SJTT1312_1_male,5
1346,LIT29_SJTT1218_1_female,3
1347,NOC010_CARS0092,4
1348,CATT1981_1,4
1349,GEO031_CARS0115,10
1350,Not_id_yet_CARS1350,7
1351,CARS1071,7
1352,LIT10_SJTT0587_1_male,5
1353,Not_id_yet_CARS1608,7
1354,Sineugraphe elkalandozta_male_MCE2250_21-VII-2015_SWu,2
1355,CARS1312,7
1356,CATT0861_1,5
1357,LIT29_SJTT1817_1_male,5
1358,CATT1454_1,6
1359,GEO063_SJTT0170_1_female,3
1360,GEO146_SJTT1041_1_male,3
1361,Not_id_yet_CARS1039,10
1362,CARS1668,7
1363,GEO024_SJTT1445_1_male,5
1364,GEO099_SJTT2456_1_female,5
1365,CATT2028_1,4
1366,GEO030_CARS0107,8
1367,HER03_SJTT2460_1_male,5
1368,CATT0998_1,6
1369,GEO055_SJTT1095_1_male,3
1370,Not_id_yet_CARS1428,4
1371,GEO057_SJTT1527_1_male,3
1372,CATT1841_1,1
1373,GEO051_SJTT1327_1_male,9
1374,NOC195_CARS0763,7
1375,CATT0239_1,6
1376,NOC005_SJTT2018_1_female,5
1377,Euthrix tamahonis_male_Guanyuan_28-VI-2012_TFRI169545_1_1_800px,2
1378,CATT1058_1,0
1379,ARC06_SJTT1417_1_male,6
1380,CATT_0087_1,3
1381,Not_id_yet_CARS2284,10
1382,THY05_SJTT0648_1_male,9
1383,Hydrillodes fusca_female_Meifeng_TFRI_800px,2
1384,Not_id_yet_CARS1823,7
1385,NOC163_CARS1123,10
1386,CATT1310_1,4
1387,CARS0594,4
1388,GEO026_SJTT1591_1_male,9
1389,CATT0001_1,3
1390,GEO063_SJTT0164_1_male,9
1391,LIT02_SJTT1262_1_male,5
1392,Not_id_yet_CARS0362,10
1393,CATT1171_1,0
1394,Asota egens confinis_female_54mm,2
1395,CATT1612_1,1
1396,NOC068_SJTT2293_1_male,0
1397,CATT1973_1,3
1398,Not_id_yet_CARS1252,10
1399,ARC03_SJTT2185_1_male,5
1400,CARS0884,4
1401,NOC035_SJTT1348_1_male,3
1402,LIT09_SJTT0883_1_female,9
1403,CATT1026_1,0
1404,GEO144_SJTT2492_1_male,3
1405,LIT13_SJTT1228_1_male_修改_male,5
1406,Not_id_yet_CARS1871,4
1407,CATT1081_1,1
1408,Spilarctia wilemani_female_FBG_12-XI-2010_SWu-019,2
1409,CATT1803_1,6
1410,CARS1146,4
1411,GEO056_SJTT1134_1_female,3
1412,CARS1015,7
1413,GEO201_CARS1079,10
1414,GEO056_SJTT1770_1_male,1
1415,Lymantria concolor concolor_Biluxi_1-VII-2015_SSLu_09_1_800,2
1416,NOC141_CARS0392,4
1417,Yashmakia suffusa_male_Wulai_15-III-2014_SWu&WCChang_03_800,2
1418,Not_id_yet_CARS1775,10
1419,NOC082_SJTT1598_1_male,5
1420,CATT0980_1,6
1421,NOC056_SJTT2256_1 2_female,0
1422,CARS1224,7
1423,GEO015_SJTT1277_1_female,7
1424,LYM10_SJTT0671_1_male,1
1425,NOC003_CARS1093,7
1426,GEO121_CARS0934,4
1427,NOC093_CARS0347,8
1428,PYR003_CARS0200,4
1429,GEO065_CARS0443,10
1430,GEO034_SJTT1558_1_female,0
1431,CATT0514_1,0
1432,Thyas juno_Male_Hohuanshan_29-VIII-2009_TFRI00117256_800ori,4
1433,CATT1631_1,9
1434,LIM04_SJTT0698_1_female,5
1435,PYR05_SJTT1120_1_male,0
1436,NOC056_SJTT1401_1_female,0
1437,ARC07_SJTT0012_1_male,1
1438,GEO099_SJTT2041_1_male,4
1439,CATT1414_1,3
1440,Abraxas tenuisuffusa_female_MTTS1417_01,2
1441,GEO183_CARS1938,8
1442,Not_id_yet_CARS1881,10
1443,Euthrix ochreipuncta_female_Guanwu_17-VI-2015_SWu&MOwada_001_1_800,2
1444,LIT05_SJTT2497_1_male,0
1445,CATT1219_1,4
1446,GEO227_CARS2097,8
1447,LIT09_SJTT0002_1_female,9
1448,GEO051_SJTT1323_1_female,3
1449,ERE06_SJTT0935_1_male,0
1450,CATT0348_1,6
1451,NOL03_SJTT1131_1_male,3
1452,Not_id_yet_CARS2103,8
1453,Tyspanodes striata_male_A63-20180905-142-removebg-preview,2
1454,LIT01_SJTT0608_1_female,3
1455,CATT1997_1,0
1456,CATT0500_1_1,3
1457,Parasa shirakii_female_01_1,5
1458,CATT1681_1,6
1459,CATT1641_1,4
1460,CARS0878,7
1461,CATT1045_1,9
1462,LIT12_SJTT0042_1_female,5
1463,NOC016_SJTT0962_1_male,5
1464,NOC069_SJTT1484_1_male,0
1465,NOC038_SJTT2298_1_male,0
1466,NOC042_SJTT1405_1_male,0
1467,GEO029_CARS0019,7
1468,Acronicta intermedia_male_Guanwu_28-VIII-2010_SWu-18,2
1469,CATT0569_1,5
1470,GEO032_SJTT1467_1_male,0
1471,LIT23_SJTT0818_1_male,10
1472,NOC039_SJTT0375_1_male,5
1473,THY15_SJTT1301_1_male,5
1474,LIT29_SJTT1824_1_male,5
1475,NOC085_SJTT2233_1_male,0
1476,ARC07_SJTT1194_1_male,1
1477,THY14_SJTT2213_1_female,9
1478,GEO054_SJTT1890_1_male,3
1479,CATT1990_1,5
1480,Not_id_yet_CARS1856,10
1481,CATT1384_1,6
1482,THY01_SJTT1844_1_male,0
1483,GEO069_CARS1888,4
1484,LYM08_SJTT1073_1_male,5
1485,LYM08_SJTT0756_1_male,5
1486,Hypersypnoides submarginata_male_800,4
1487,Not_id_yet_CARS1348,7
1488,"Abraxas submartiaris Wehrili, 1932_female_Tatajia_9-IX-2012_SWu&WCChang_01",2
1489,NOC139_CARS0394,4
1490,GEO025_SJTT1535_1_female,9
1491,CATT1003_1,3
1492,CARS1638,4
1493,Diphtherocome pulchra_male_Meifeng_22-XI-2011_SWu-04,2
1494,LIT07_SJTT0632_1_female,3
1495,CATT1029_1,0
1496,Not_id_yet_CARS1677_left_side,10
1497,NOC218_CARS1478,4
1498,LIM02_SJTT0808_1_female,5
1499,Stigmatophora karenkonis_Meifeng_20-VII-2015_29_1_1_800px,2
1500,CATT0427_1,5
1501,NOC203_CARS2017,8
1502,GEO095_CARS0648,7
1503,NOC035_CARS0104,4
1504,NOC165_CARS0540,8
1505,GEO169_CARS2037,8
1506,Paradoxopla sinuata taiwana LCShih_ESG9646-55 combine,2
1507,GEO086_CARS0277,8
1508,GEO009_CARS0509,10
1509,NOT14_SJTT1625_1_male,0
1510,LIM02_SJTT1613_1_male,0
1511,GEO063_SJTT2199_1_male,9
1512,GEO093_SJTT0697_1_male,5
1513,"Pseudomiza aurata_female_Guanwu_29-IV-2011_SWu,WCChang&MTHsiao-03_800",2
1514,CATT2098_1,6
1515,GEO084_SJTT2049_1_male,0
1516,GEO058_SJTT1493_1_male,3
1517,NOC045_SJTT0433_1_female,5
1518,GEO185_CARS1076,4
1519,Thyas juno_female_FBG_29-XI-2010-001-1_800,4
