Event,Sample_No.,Altitude,Group,Superfamily,Family,Genus,Species,Sex,Subfamily,Tribe,Code,Species_previous,W_length,B_length,TT_Weight,RS_Weight_with_pin,RS_Weight_pin,RS_Weight,秤重,note,已量針,RS_Weight(old),RS_Weight_old,Hot,Cold,Temp_min,Temp_max,Temp_avg ,Hot,Cold,Temp_min,Temp_max,Temp_avg,,Coll_data,Coll_date,coll_temp,species_meanCT,Note
MCTT,1935,900,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista acteola,male,,,343799,Lyclene acteola,9.8,9.36,0.0035,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,pinned
MCTT,1936,900,macromoth,Noctuoidea,Erebidae,Euproctis,Euproctis nigricauda,female,,,345843,Euproctis nigricauda,25.71,17.24,0.1156,,,,,,,,,0,1,9.7,13.4,12.1,0,1,9.7,13.4,12.1,,,24-VIII-2015,23.2312926,7.2,
MCTT,1937,900,macromoth,Noctuoidea,Notodontidae,Syntypistis,Syntypistis umbrosa,female,,,347058,Syntypistis umbrosa,22.16,19.54,0.0333,,,,,,,,,1,0,40.4,43.2,41.7,1,0,40.4,43.2,41.7,,,24-VIII-2015,23.2312926,45.05,
MCTT,1938,900,micromoth,Zygaenoidea,Limacodidae,Monema,Monema rubriceps,male,,,345648,Monema rubriceps,13.98,14.03,0.043,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,
MCTT,1939,900,micromoth,Pyraloidea,Pyralidae,Endotricha,Endotricha olivacealis,male,,,347448,Endotricha olivacealis,9.38,9.16,0.0043,,,,,,,,,0,1,-0.4,-0.1,-0.3,,,,,,,,24-VIII-2015,23.2312926,1.03125,
MCTT,1940,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,17.11,17.22,0.0586,,,,,,,,,1,0,43.5,46.7,44.5,1,0,43.5,46.7,44.5,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1941,900,macromoth,Geometroidea,Geometridae,Percnia,Percnia longitermen,male,,,345160,Percnia longitermen,31.51,22.02,0.0656,,,,,,,,,0,1,0.5,5.2,3.6,0,1,0.5,5.2,3.6,,,24-VIII-2015,23.2312926,3.05,
MCTT,1942,900,macromoth,Noctuoidea,Nolidae,Blenina,Blenina quinaria,male,,,346855,Blenina quinaria,18.73,17.75,0.0735,,,,,,,,,0,1,2.8,3.7,3.3,0,1,2.8,3.7,3.3,,,24-VIII-2015,23.2312926,2.72,
MCTT,1943,900,macromoth,Noctuoidea,Erebidae,Spilarctia,Spilarctia wilemani,male,,,343952,Spilarctia wilemani,20.01,14.69,0.0667,,,,,,,,,1,0,41.1,42.5,41.6,1,0,41.1,42.5,41.6,,,24-VIII-2015,23.2312926,41.6,
MCTT,1944,900,macromoth,Noctuoidea,Nolidae,Blenina,Blenina quinaria,male,,,346855,Blenina quinaria,17.06,16.7,0.0476,,,,,,,,,0,1,1.8,4.4,2.6,0,1,1.8,4.4,2.6,,,24-VIII-2015,23.2312926,2.72,
MCTT,1945,900,macromoth,Noctuoidea,Noctuidae,Amyna,Amyna punctum,female,,,345989,Amyna punctum,17.92,15.27,0.0394,,,,,,,,,0,1,-1.2,0.8,-0.4,0,1,-1.2,0.8,-0.4,,,24-VIII-2015,23.2312926,2.56,Specimen lost
MCTT,1946,900,macromoth,Geometroidea,Geometridae,Abraxas,Abraxas suspecta,female,,,344597,Abraxas suspecta,20.74,13.49,,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,pinned
MCTT,1947,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,17.97,16.87,0.071,,,,,,,,,1,0,42.2,44.2,43.3,1,0,42.2,44.2,43.3,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1948,900,macromoth,Geometroidea,Geometridae,Corymica,Corymica spatiosa,female,,,344764,Corymica spatiosa,19.82,11.47,0.0246,,,,,,,,,1,0,40.6,43.1,41.8,1,0,40.6,43.1,41.8,,,24-VIII-2015,23.2312926,41.55,
MCTT,1949,900,micromoth,Thyridoidea,Thyrididae,Pyrinioides,Pyrinioides sinuosus,male,,,347751,Pyrinioides sinuosus,13.12,9.48,0.0171,,,,,,,,,0,1,3.6,6,5.1,,,,,,,,24-VIII-2015,23.2312926,3.15,
MCTT,1950,900,macromoth,Noctuoidea,Erebidae,Aberrasine,Aberrasine lichenshihi,male,,,macro-06,Miltochrista lichenshihi,8.5,6.97,0.0033,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,璅
MCTT,1951,900,macromoth,Geometroidea,Geometridae,Percnia,Percnia longitermen,female,,,345160,Percnia longitermen,33.73,20.25,0.0837,,,,,,,,,1,0,40.7,43.1,41.6,1,0,40.7,43.1,41.6,,,24-VIII-2015,23.2312926,41.6,
MCTT,1952,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,,,,,,,,,,,,1,0,40.3,42.7,41.1,1,0,40.3,42.7,41.1,,,24-VIII-2015,23.2312926,44.14193548, (B 20.17)
MCTT,1953,900,macromoth,Noctuoidea,Erebidae,Hypena,Hypena albopunctalis,male,,,346349,Hypena albopunctalis,16.12,14.3,0.013,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,
MCTT,1954,900,macromoth,Noctuoidea,Erebidae,Creatonotos,Creatonotos transiens vacillans,male,,,343823,Creatonotos transiens vacillans,22.34,14.33,0.0462,,,,,,,,,0,1,4.5,6.6,5.6,0,1,4.5,6.6,5.6,,,24-VIII-2015,23.2312926,4.933333333,
MCTT,1955,900,micromoth,Pyraloidea,Crambidae,Crocidolomia,Crocidolomia sp.,female,,,,Crocidolomia sp.,13.3,11.88,0.0137,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,
MCTT,1956,900,macromoth,Noctuoidea,Erebidae,Chrysaeglia,Chrysaeglia magnifica,male,,,343816,Chrysaeglia magnifica,23.39,16.17,0.0468,,,,,,,,,0,1,0.2,2.5,1.6,0,1,0.2,2.5,1.6,,,24-VIII-2015,23.2312926,1.6,
MCTT,1957,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,17.12,17.56,0.0561,,,,,,,,,1,0,41.1,46.1,43,1,0,41.1,46.1,43,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1958,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,16.84,16.42,0.0549,,,,,,,,,1,0,44,45.7,45,1,0,44,45.7,45,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1959,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,18.1,17.21,0.063,,,,,,,,,0,1,1,4,2.6,0,1,1,4,2.6,,,24-VIII-2015,23.2312926,3.644827586,
MCTT,1960,900,macromoth,Noctuoidea,Erebidae,Lymantria,Lymantria mathura subpallida,male,,,345882,Lymantria mathura subpallida,23.5,21.07,0.0895,,,,,,,,,0,1,4.9,12.1,9.4,0,1,4.9,12.1,9.4,,,24-VIII-2015,23.2312926,7.6,
MCTT,1961,900,macromoth,Geometroidea,Geometridae,Cusiala,Cusiala boarmioides,male,,,344770,Cusiala boarmioides,22.2,18.37,0.0381,,,,,,,,,0,1,1.2,2.8,2.1,0,1,1.2,2.8,2.1,,,24-VIII-2015,23.2312926,4.277777778,
MCTT,1962,900,macromoth,Noctuoidea,Erebidae,Hypocala,Hypocala subsatura,female,,,346400,Hypocala subsatura,19.76,19.21,0.0875,,,,,,,,,1,0,44,45.6,44.8,1,0,44,45.6,44.8,,,24-VIII-2015,23.2312926,43.4537037,
MCTT,1963,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 2,male,,,micro-04,Salma sp. 2,15.53,14.62,0.0255,,,,,,,,,0,1,-3,-1.7,-2.4,,,,,,,,24-VIII-2015,23.2312926,1.91,
MCTT,1964,900,macromoth,Lasiocampoidea,Lasiocampidae,Paradoxopla,Paradoxopla sinuata taiwana,male,,,345549,Paradoxopla sinuata taiwana,24.02,19.29,0.1184,,,,,,,,,0,1,1.3,6.1,3.2,0,1,1.3,6.1,3.2,,,24-VIII-2015,23.2312926,2.95,
MCTT,1965,900,macromoth,Noctuoidea,Erebidae,Arna,Arna bipunctapex,male,,,345807,Arna bipunctapex,10.97,7.67,0.0068,,,,,,,,,0,1,2.5,5.8,4.6,0,1,2.5,5.8,4.6,,,24-VIII-2015,23.2312926,4.6,
MCTT,1966,900,macromoth,Noctuoidea,Erebidae,Euproctis,Euproctis inornata,female,,,345835,Euproctis inornata,24.4,15.91,0.0788,,,,,,,,,1,0,44.9,45.4,45.2,1,0,44.9,45.4,45.2,,,24-VIII-2015,23.2312926,43.55,
MCTT,1967,900,macromoth,Noctuoidea,Erebidae,Euproctis,Euproctis sp.,female,,,,Euproctis sp._獢,23.71,14.14,0.0572,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,
MCTT,1968,900,micromoth,Thyridoidea,Thyrididae,Pyrinioides,Pyrinioides sinuosus,male,,,347751,Pyrinioides sinuosus,13.03,9.81,0.0147,,,,,,,,,1,0,43.9,45.2,44.6,,,,,,,,24-VIII-2015,23.2312926,43.5,
MCTT,1969,900,macromoth,Noctuoidea,Erebidae,Hypocala,Hypocala subsatura,male,,,346400,Hypocala subsatura,18.42,18.92,0.0861,,,,,,,,,0,1,0.8,5.3,3.6,0,1,0.8,5.3,3.6,,,24-VIII-2015,23.2312926,4.515714286,
MCTT,1970,900,macromoth,Noctuoidea,Notodontidae,Syntypistis,Syntypistis comatus,female,,,347051,Syntypistis comatus,21.14,19.25,0.068,,,,,,,,,0,1,0.2,1.8,1.1,0,1,0.2,1.8,1.1,,,24-VIII-2015,23.2312926,2.466666667,
MCTT,1971,900,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista acteola,female,,,343799,Lyclene acteola,10.5,6.17,0.0035,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,pinned
MCTT,1972,900,macromoth,Noctuoidea,Noctuidae,Chrysodeixis,Chrysodeixis eriosoma,female,,,346140,Chrysodeixis eriosoma,16.52,12.33,0.0275,,,,,,,,,0,1,2.4,3.5,3.1,0,1,2.4,3.5,3.1,,,24-VIII-2015,23.2312926,3.6,
MCTT,1973,900,macromoth,Noctuoidea,Erebidae,Creatonotos,Creatonotos transiens vacillans,male,,,343823,Creatonotos transiens vacillans,22.45,18.88,0.0808,,,,,,,,,0,1,0.9,3,2,0,1,0.9,3,2,,,24-VIII-2015,23.2312926,4.933333333,
MCTT,1974,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,17.27,17.34,0.0579,,,,,,,,,0,1,3,4.9,4,0,1,3,4.9,4,,,24-VIII-2015,23.2312926,3.644827586,
MCTT,1975,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,17.59,16.7,0.0599,,,,,,,,,1,0,38.5,41.5,39.8,1,0,38.5,41.5,39.8,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1976,900,micromoth,Pyraloidea,Pyralidae,Endotricha,Endotricha olivacealis,female,,,347448,Endotricha olivacealis,9.89,9.23,0.0053,,,,,,,,,0,1,1.7,2.7,2.3,,,,,,,,24-VIII-2015,23.2312926,1.03125,
MCTT,1977,900,micromoth,Thyridoidea,Thyrididae,Pyrinioides,Pyrinioides sinuosus,male,,,347751,Pyrinioides sinuosus,13.36,9.12,0.013,,,,,,,,,1,0,41.5,43.5,42.4,,,,,,,,24-VIII-2015,23.2312926,43.5,
MCTT,1978,900,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista alikangiae,female,,,343801,Lyclene alikangiae,9.69,6.61,0.0045,,,,,,,,,0,1,3.2,4.9,4.3,0,1,3.2,4.9,4.3,,,24-VIII-2015,23.2312926,2.75,
MCTT,1979,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,16.77,19.18,0.0559,,,,,,,,,1,0,42.5,46.1,43.4,1,0,42.5,46.1,43.4,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1980,900,macromoth,Noctuoidea,Notodontidae,Betashachia,Betashachia angustipennis angustipennis,female,,,346948,Betashachia angustipennis angustipennis,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,24-VIII-2015,23.2312926,,湔
MCTT,1981,900,micromoth,Pyraloidea,Crambidae,Crambidae,Crambidae sp. 1,female,,,,Crambidae sp. 1,13.33,10.26,0.0155,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,pinned
MCTT,1982,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,16.63,16.13,0.0434,,,,,,,,,0,1,3.9,5.5,4.9,0,1,3.9,5.5,4.9,,,24-VIII-2015,23.2312926,3.644827586,
MCTT,1983,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 1,female,,,micro-03,Salma sp. 1,11.67,11.04,0.0186,,,,,,,,,0,1,2.6,5.1,4.2,,,,,,,,24-VIII-2015,23.2312926,2.066666667,
MCTT,1984,900,macromoth,Geometroidea,Geometridae,Ophthalmitis,Ophthalmitis albosignaria viridans,female,,,345106,Ophthalmitis albosignaria viridans,27.84,15.18,,,,,,,,,,1,0,43.3,46,44.7,1,0,43.3,46,44.7,,,24-VIII-2015,23.2312926,44.7,[湔]
MCTT,1985,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,17.4,18.4,0.06,,,,,,,,,1,0,44.6,46,45.2,1,0,44.6,46,45.2,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1986,900,macromoth,Noctuoidea,Erebidae,Creatonotos,Creatonotos transiens vacillans,male,,,343823,Creatonotos transiens vacillans,20.27,16.52,0.0364,,,,,,,,,1,0,45.9,47.7,46.7,1,0,45.9,47.7,46.7,,,24-VIII-2015,23.2312926,46.7,
MCTT,1987,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,16.42,16.6,0.0466,,,,,,,,,1,0,45.9,47.6,47.1,1,0,45.9,47.6,47.1,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1988,900,micromoth,Pyraloidea,Crambidae,Pagyda,Pagyda nebulosa,male,,,344283,Pagyda nebulosa,8.93,8.31,0.0035,,,,,,,,,1,0,44,45.7,44.8,,,,,,,,24-VIII-2015,23.2312926,44.8,pinned
MCTT,1989,900,macromoth,Noctuoidea,Erebidae,Miltochrista,Miltochrista arcuata,female,,,343802,Lyclene arcuata,7.91,6.1,0.0027,,,,,,,,,,,,,,,,,,,,,24-VIII-2015,23.2312926,,
MCTT,1990,900,macromoth,Noctuoidea,Erebidae,Cyana,Cyana hamata hamata,male,,,343826,Cyana hamata,11.5,9.07,0.0079,,,,,,,,,1,0,41.1,43.2,41.8,1,0,41.1,43.2,41.8,,,24-VIII-2015,23.2312926,43.32,
MCTT,1991,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,16.67,18.04,0.0442,,,,,,,,,0,1,2.9,4.4,3.6,0,1,2.9,4.4,3.6,,,24-VIII-2015,23.2312926,3.644827586,
MCTT,1992,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,15.93,16.31,0.0403,,,,,,,,,1,0,42.3,45.3,44.1,1,0,42.3,45.3,44.1,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,1993,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 1,male,,,micro-03,Salma sp. 1,11.95,12.11,0.0217,,,,,,,,,0,1,-0.8,0.2,-0.4,,,,,,,,24-VIII-2015,23.2312926,2.066666667,
MCTT,1994,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,15.77,18.03,0.0392,,,,,,,,,0,1,2.7,6.9,5,0,1,2.7,6.9,5,,,24-VIII-2015,23.2312926,3.644827586,
MCTT,1995,900,macromoth,Drepanoidea,Drepanidae,Tridrepana,Tridrepana unispina,male,,,344454,Tridrepana unispina,17.64,10.83,0.0146,,,,,,,,,1,0,43.7,45.3,44.5,1,0,43.7,45.3,44.5,,,24-VIII-2015,23.2312926,44.5,
MCTT,1996,900,macromoth,Geometroidea,Geometridae,Pogonopygia,Pogonopygia pavida pavida,female,,,414117,Pogonopygia pavida pavida,27.29,16.75,0.0391,,,,,,,,,0,1,-0.5,0.3,-0.1,0,1,-0.5,0.3,-0.1,,,24-VIII-2015,23.2312926,0.675,
MCTT,1997,900,macromoth,Zygaenoidea,Limacodidae,Parasa,Parasa shirakii,male,,,345661,Parasa shirakii,15.03,13.85,0.0469,,,,,,,,,0,1,0.3,4.7,2.8,0,1,0.3,4.7,2.8,,,24-VIII-2015,23.2312926,4,
MCTT,1998,900,macromoth,Geometroidea,Geometridae,Comibaena,Comibaena procumbaria,male,,,344751,Comibaena procumbaria,11.27,9.61,0.0055,,,,,,,,,1,0,45.3,45.8,45.6,1,0,45.3,45.8,45.6,,,24-VIII-2015,23.2312926,45.6,
MCTT,1999,900,micromoth,Pyraloidea,Pyralidae,Endotricha,Endotricha olivacealis,female,,,347448,Endotricha olivacealis,9.48,9.02,0.0067,,,,,,,,,0,1,-2.5,-1.6,-1.9,,,,,,,,24-VIII-2015,23.2312926,1.03125,
MCTT,2000,900,macromoth,Geometroidea,Geometridae,Cusiala,Cusiala boarmioides,male,,,344770,Cusiala boarmioides,22.52,18.63,0.0236,,,,,,,,,0,1,5.4,7.1,6.5,0,1,5.4,7.1,6.5,,,24-VIII-2015,23.2312926,4.277777778,
MCTT,2001,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 2,male,,,micro-04,Salma sp. 2,15.69,11.49,0.0235,,,,,,,,,1,0,37.7,41.7,39.6,,,,,,,,24-VIII-2015,23.2312926,40.53333333,
MCTT,2002,900,macromoth,Noctuoidea,Erebidae,Cyana,Cyana hamata hamata,male,,,343826,Cyana hamata,13.03,11.13,0.0123,,,,,,,,,1,0,39.7,43.7,41.8,1,0,39.7,43.7,41.8,,,24-VIII-2015,23.2312926,43.32,
MCTT,2003,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 1,female,,,micro-03,Salma sp. 1,11.99,10.87,0.0149,,,,,,,,,1,0,42.5,44.9,44,,,,,,,,24-VIII-2015,23.2312926,44,
MCTT,2004,900,macromoth,Noctuoidea,Erebidae,Cyana,Cyana hamata hamata,female,,,343826,Cyana hamata,14.93,9.74,0.012,,,,,,,,,0,1,2.5,4.7,3.8,0,1,2.5,4.7,3.8,,,24-VIII-2015,23.2312926,2.38,
MCTT,2005,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 3,,,,micro-05,Salma sp. 3,12.36,10.49,0.0099,,,,,,,,,0,1,-1.8,-0.8,-1.4,,,,,,,,24-VIII-2015,23.2312926,-1.4,
MCTT,2006,900,macromoth,Noctuoidea,Erebidae,Cyana,Cyana hamata hamata,male,,,343826,Cyana hamata,12.33,10.19,0.0075,,,,,,,,,1,0,41.9,44.4,43.1,1,0,41.9,44.4,43.1,,,24-VIII-2015,23.2312926,43.32,
MCTT,2007,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 2,male,,,micro-04,Salma sp. 2,15.23,14.34,0.0269,,,,,,,,,0,1,1.3,3.5,2,,,,,,,,24-VIII-2015,23.2312926,1.91,
MCTT,2008,900,macromoth,Noctuoidea,Notodontidae,Syntypistis,Syntypistis comatus,male,,,347051,Syntypistis comatus,22.37,18.62,0.1139,,,,,,,,,0,1,6.9,9.1,8.3,0,1,6.9,9.1,8.3,,,24-VIII-2015,23.2312926,2.466666667,
MCTT,2009,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 3,,,,micro-05,Salma sp. 3,11.31,11.14,0.0178,,,,,,,,,1,0,42.8,45.1,43.9,,,,,,,,24-VIII-2015,23.2312926,40.65,
MCTT,2010,900,macromoth,Geometroidea,Geometridae,Cusiala,Cusiala boarmioides,male,,,344770,Cusiala boarmioides,22.11,15.6,0.0252,,,,,,,,,1,0,42.6,43.8,43.2,1,0,42.6,43.8,43.2,,,24-VIII-2015,23.2312926,43.75,
MCTT,2011,900,macromoth,Geometroidea,Geometridae,Comibaena,Comibaena procumbaria,male,,,344751,Comibaena procumbaria,10.53,8.93,0.0033,,,,,,,,,0,1,3.9,4.3,4.1,0,1,3.9,4.3,4.1,,,24-VIII-2015,23.2312926,4.1,
MCTT,2012,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,16.84,15.88,0.0495,,,,,,,,,1,0,43.5,45.1,44.4,1,0,43.5,45.1,44.4,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,2013,900,macromoth,Noctuoidea,Erebidae,Asota,Asota egens confinis,female,,,346031,Asota egens indica,30.61,22.03,0.1398,,,,,,,,,0,1,3.5,5.6,4.8,0,1,3.5,5.6,4.8,,,24-VIII-2015,23.2312926,4.325,
MCTT,2014,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 2,male,,,micro-04,Salma sp. 2,14.17,13.18,0.0165,,,,,,,,,0,1,-0.5,0,-0.2,,,,,,,,24-VIII-2015,23.2312926,1.91,
MCTT,2015,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,15.92,16.18,0.0476,,,,,,,,,1,0,43.1,45.7,44.3,1,0,43.1,45.7,44.3,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,2016,900,macromoth,Noctuoidea,Nolidae,Blenina,Blenina quinaria,male,,,346855,Blenina quinaria,18.04,15.82,0.0574,,,,,,,,,0,1,1,4.6,3.6,0,1,1,4.6,3.6,,,24-VIII-2015,23.2312926,2.72,
MCTT,2017,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,16.46,15.84,0.0466,,,,,,,,,1,0,44,46.2,45.2,1,0,44,46.2,45.2,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,2018,900,macromoth,Geometroidea,Geometridae,Cusiala,Cusiala boarmioides,male,,,344770,Cusiala boarmioides,21.09,16.88,0.0271,,,,,,,,,1,0,41.4,42.9,42.2,1,0,41.4,42.9,42.2,,,24-VIII-2015,23.2312926,43.75,
MCTT,2019,900,micromoth,Pyraloidea,Pyralidae,Salma,Salma sp. 1,male,,,micro-03,Salma sp. 1,11.2,11.49,0.0105,,,,,,,,,0,1,1.6,3.7,2.4,,,,,,,,24-VIII-2015,23.2312926,2.066666667,
MCTT,2020,900,macromoth,Geometroidea,Geometridae,Timandra,Timandra stueningi,female,,,345321,Timandra extremaria,17.34,10.67,0.0106,,,,,,,,,0,1,0.2,1.3,0.7,0,1,0.2,1.3,0.7,,,24-VIII-2015,23.2312926,0.7,
MCTT,2021,900,macromoth,Geometroidea,Geometridae,Cusiala,Cusiala boarmioides,male,,,344770,Cusiala boarmioides,,16.51,0.032,,,,,,,,,0,1,7.4,10.2,8.9,0,1,7.4,10.2,8.9,,,24-VIII-2015,23.2312926,4.277777778,湔
MCTT,2022,900,macromoth,Geometroidea,Geometridae,Cusiala,Cusiala boarmioides,male,,,344770,Cusiala boarmioides,23.57,19.05,0.0464,,,,,,,,,1,0,43.8,45.4,44.8,1,0,43.8,45.4,44.8,,,24-VIII-2015,23.2312926,43.75,
MCTT,2023,900,macromoth,Noctuoidea,Nolidae,Blenina,Blenina quinaria,male,,,346855,Blenina quinaria,18.14,16.49,0.0679,,,,,,,,,0,1,2.9,6.9,4.4,0,1,2.9,6.9,4.4,,,24-VIII-2015,23.2312926,2.72,
MCTT,2024,900,macromoth,Noctuoidea,Erebidae,Euproctis,Euproctis purpureofasciata,male,,,345849,Euproctis purpureofasciata,12.21,8.76,0.0077,,,,,,,,,1,0,43.8,45.5,44.7,1,0,43.8,45.5,44.7,,,24-VIII-2015,23.2312926,42.02580645,
MCTT,2025,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,16.3,16.07,0.0335,,,,,,,,,1,0,43.3,45.2,44.4,1,0,43.3,45.2,44.4,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,2026,900,macromoth,Noctuoidea,Erebidae,Euproctis,Euproctis nigricauda,male,,,345843,Euproctis nigricauda,22.53,21.1,0.1231,,,,,,,,,1,0,43.1,44.4,43.7,1,0,43.1,44.4,43.7,,,24-VIII-2015,23.2312926,44.85,
MCTT,2027,900,micromoth,Pyraloidea,Crambidae,Nevrina,Nevrina procopia,male,,,344250,Nevrina procopia,17.28,17.03,0.0193,,,,,,,,,1,0,42.3,44.1,43.5,,,,,,,,24-VIII-2015,23.2312926,40.54,
MCTT,2028,900,micromoth,Thyridoidea,Thyrididae,Pyrinioides,Pyrinioides sinuosus,female,,,347751,Pyrinioides sinuosus,12.6,8.3,0.0122,,,,,,,,,1,0,42.4,45.5,43.5,,,,,,,,24-VIII-2015,23.2312926,43.5,
MCTT,2029,900,micromoth,Pyraloidea,Crambidae,Cotachena,Cotachena pubescens,female,,,344119,Cotachena pubescens,9.99,8.66,0.0063,,,,,,,,,1,0,45.8,45.8,45.8,,,,,,,,24-VIII-2015,23.2312926,43.3,pinned
MCTT,2030,900,macromoth,Noctuoidea,Noctuidae,Acronicta,Acronicta hercules,female,,,345937,Acronicta hercules,25.1,21,0.1661,,,,,,,,,0,1,2.3,6,4.5,0,1,2.3,6,4.5,,,24-VIII-2015,23.2312926,4.5,待確認體長
MCTT,2031,900,micromoth,Pyraloidea,Pyralidae,Endotricha,Endotricha olivacealis,female,,,347448,Endotricha olivacealis,9.72,10.1,0.0049,,,,,,,,,0,1,-2.1,-1.3,-1.7,,,,,,,,24-VIII-2015,23.2312926,1.03125,
MCTT,2032,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,18.07,17.01,0.0529,,,,,,,,,1,0,44.3,46.4,45.2,1,0,44.3,46.4,45.2,,,24-VIII-2015,23.2312926,44.14193548,
MCTT,2033,900,macromoth,Lasiocampoidea,Lasiocampidae,Gastropacha,Gastropacha pardale formosana,male,,,345538,Gastropacha pardalis formosana,,18.49,0.1145,,,,,,,,,1,0,39.8,43.2,41.2,1,0,39.8,43.2,41.2,,,24-VIII-2015,23.2312926,42.2,湔
MCTT,2034,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,female,,,432722,Fascionycta fasciata,17.16,17.83,0.0439,,,,,,,,,0,1,-1.3,1.1,0.2,0,1,-1.3,1.1,0.2,,,24-VIII-2015,23.2312926,3.644827586,
MCTT,2035,900,macromoth,Noctuoidea,Noctuidae,Fascionycta,Fascionycta fasciata,male,,,432722,Fascionycta fasciata,18.39,17.4,0.0401,,,,,,,,,0,1,2.1,4.4,3.3,0,1,2.1,4.4,3.3,,,24-VIII-2015,23.2312926,3.644827586,
MCTT,2036,900,macromoth,Noctuoidea,Notodontidae,Syntypistis,Syntypistis umbrosa,male,,,347058,Syntypistis umbrosa,18.43,15.74,0.0575,,,,,,,,,0,1,-0.8,0.7,-0.1,0,1,-0.8,0.7,-0.1,,,24-VIII-2015,23.2312926,-0.1,
